,Experience(Yrs),JAVASCRIPT,HTML,CSS,JAVA,PYTHON,ANGULAR,REACTJS,C++,PHP,MYSQL,MACHINE LEARNING,C#,BOOTSTRAP,NOSQL/PostgreSQL,RUBY,NODE.JS,ORACLE,CREATIVE,LEADERSHIP,PASSION,TEAMWORK,COMMUNICATION,ANALYTICAL,DEVELOPER TYPE,GRADE,SPECIALIZATION
55,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,2.0,Backend(Level-2),None
56,3,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,2.0,Backend(Level-2),None
57,2,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
58,2,False,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,3.0,Full-Stack(Level-1),None
59,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
60,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3.0,Full-Stack(Level-1),None
61,4,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
62,14,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
63,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0,Full-Stack(Level-1),None
64,13,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
65,5,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,3.0,Full-Stack(Level-1),None
66,3,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
67,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False,3.0,Full-Stack(Level-1),None
68,4,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,False,3.0,Full-Stack(Level-1),None
69,7,True,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
70,22,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,2.0,Backend(Level-1),None
71,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
72,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,3.0,Full-Stack(Level-1),None
73,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,2.0,Backend(Level-1),None
74,2,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
75,2,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
76,6,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
77,6,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,3.0,Full-Stack(Level-1),None
78,1,True,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
79,7,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
80,3,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,3.0,Full-Stack(Level-1),None
81,4,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
82,2,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
83,13,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,3.0,Full-Stack(Level-1),None
84,4,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
85,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,2.0,Backend(Level-1),None
86,2,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,3.0,Full-Stack(Level-1),None
87,10,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,3.0,Full-Stack(Level-1),None
88,5,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,2.0,Backend(Level-2),None
89,4,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
90,8,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,3.0,Full-Stack(Level-1),None
91,5,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,3.0,Full-Stack(Level-1),None
92,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
93,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,Backend(Level-1),None
94,5,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,3.0,Full-Stack(Level-1),None
95,3,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,2.0,Backend(Level-2),None
96,2,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
97,4,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,True,True,3.0,Full-Stack(Level-1),None
98,2,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
99,3,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
100,15,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,3.0,Full-Stack(Level-1),None
101,3,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
102,2,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
103,5,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,3.0,Full-Stack(Level-1),None
104,2,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
105,3,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
106,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2.0,Backend(Level-1),None
107,2,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,3.0,Full-Stack(Level-2),None
108,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
109,3,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
110,1,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,3.0,Full-Stack(Level-1),None
111,4,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
112,1,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
113,1,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,3.0,Full-Stack(Level-1),None
114,6,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
115,6,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,3.0,Full-Stack(Level-1),None
116,6,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
117,3,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,3.0,Full-Stack(Level-1),None
118,4,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2.0,Backend(Level-1),None
119,5,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True,3.0,Full-Stack(Level-2),None
120,5,True,True,True,False,True,False,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
121,6,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,3.0,Full-Stack(Level-1),None
122,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,Backend(Level-1),None
123,9,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
124,8,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
125,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2.0,Backend(Level-1),None
126,7,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,2.0,Backend(Level-2),None
127,8,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,3.0,Full-Stack(Level-1),None
128,4,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,3.0,Full-Stack(Level-1),None
129,6,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,3.0,Full-Stack(Level-1),None
130,3,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,3.0,Full-Stack(Level-2),None
131,5,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,3.0,Full-Stack(Level-1),None
132,1,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
133,3,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
134,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,3.0,Full-Stack(Level-1),None
135,4,True,True,True,True,False,True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,3.0,Full-Stack(Level-1),None
136,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,2.0,Backend(Level-2),None
137,1,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,3.0,Full-Stack(Level-2),None
138,2,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
139,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
140,7,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True,3.0,Full-Stack(Level-1),None
141,1,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
142,14,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
143,19,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0,Full-Stack(Level-1),None
144,1,True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,False,False,3.0,Full-Stack(Level-2),None
145,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
146,12,True,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
147,4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,Backend(Level-1),None
148,3,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,2.0,Backend(Level-2),None
149,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,3.0,Full-Stack(Level-1),None
150,7,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,2.0,Backend(Level-2),None
151,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,3.0,Full-Stack(Level-1),None
152,3,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
153,15,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,2.0,Backend(Level-2),None
154,1,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False,3.0,Full-Stack(Level-1),None
155,9,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
156,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
157,10,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,3.0,Full-Stack(Level-1),None
158,27,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,2.0,Backend(Level-2),None
159,14,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,2.0,Backend(Level-2),None
160,27,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,Backend(Level-1),None
161,36,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,2.0,Backend(Level-2),None
162,13,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,2.0,Backend(Level-1),None
163,12,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,2.0,Backend(Level-2),None
164,26,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,3.0,Full-Stack(Level-1),None
165,12,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,3.0,Full-Stack(Level-1),None
166,5,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,2.0,Backend(Level-2),None
167,9,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,3.0,Full-Stack(Level-1),None
168,19,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,2.0,Backend(Level-1),None
169,12,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,2.0,Backend(Level-2),None
170,8,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
171,20,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,3.0,Full-Stack(Level-1),None
172,6,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,3.0,Full-Stack(Level-1),None
173,14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,2.0,Backend(Level-1),None
174,8,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
175,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2.0,Backend(Level-1),None
176,11,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,3.0,Full-Stack(Level-1),None
177,14,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,2.0,Backend(Level-2),None
178,7,False,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,True,True,3.0,Full-Stack(Level-2),None
179,3,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False,3.0,Full-Stack(Level-1),None
180,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,True,3.0,Full-Stack(Level-1),None
181,9,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
182,10,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
183,2,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,3.0,Full-Stack(Level-1),None
184,2,True,True,True,True,False,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-2),None
185,5,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,3.0,Full-Stack(Level-1),None
186,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,3.0,Full-Stack(Level-1),None
187,4,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,3.0,Full-Stack(Level-2),None
188,6,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,3.0,Full-Stack(Level-2),None
189,6,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
190,2,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,3.0,Full-Stack(Level-2),None
191,10,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,2.0,Backend(Level-2),None
192,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,2.0,Backend(Level-2),None
193,1,True,False,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
194,5,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
195,1,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
196,4,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
197,1,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,3.0,Full-Stack(Level-1),None
198,11,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,2.0,Backend(Level-2),None
199,6,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,3.0,Full-Stack(Level-1),None
200,30,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,2.0,Backend(Level-2),None
201,12,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
